,As of Date,Underlying Price,Expiration Date,Time to Expiration,Strike Price,Put Premium,Call Premium
566724,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,620,0.0508317762043556,4577.490916228902
566725,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,625,0.0513206798485935,4572.515791956131
566726,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,630,0.0518095943762364,4567.540667694243
566727,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,635,0.0522985217133535,4562.565543445164
566728,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,640,0.0527874640079482,4557.590419211043
566729,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,645,0.0532764236427416,4552.615294994262
566730,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,650,0.0537654032479559,4547.640170797452
566731,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,655,0.0542544057140983,4542.665046623501
566732,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,660,0.0547434342047438,4537.689922475577
566733,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,665,0.0552324921693191,4532.714798357126
566734,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,670,0.0557215833558862,4527.739674271896
566735,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,675,0.0562107118239253,4522.764550223949
566736,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,680,0.0566998819571189,4517.789426217666
566737,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,685,0.0571890984761348,4512.81430225777
566738,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,690,0.05767836645141,4507.839178349329
566739,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,695,0.0581676913159336,4502.864054497778
566740,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,700,0.0586570788780309,4497.888930708925
566741,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,705,0.0591465353341462,4492.913806988965
566742,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,710,0.0596360672816271,4487.938683344497
566743,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,715,0.0601256817315072,4482.96355978253
566744,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,720,0.0606153861212897,4477.988436310505
566745,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,725,0.0611051883277317,4473.013312936296
566746,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,730,0.0615950966796262,4468.038189668232
566747,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,735,0.0620851199705868,4463.063066515107
566748,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,740,0.0625752674718309,4458.087943486193
566749,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,745,0.0630655489449626,4453.11282059125
566750,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,750,0.063555974654757,4448.137697840543
566751,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,755,0.0640465553819428,4443.162575244855
566752,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,760,0.0645373024359867,4438.187452815494
566753,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,765,0.0650282276678761,4433.212330564309
566754,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,770,0.0655193434829029,4428.237208503709
566755,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,775,0.066010662853447,4423.262086646664
566756,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,780,0.0665021993317597,4418.286965006726
566757,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,785,0.0669939670627469,4413.311843598042
566758,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,790,0.0674859807967534,4408.336722435361
566759,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,795,0.0679782559023451,4403.36160153405
566760,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,800,0.0684708083790939,4398.386480910111
566761,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,805,0.0689636548702648,4393.411360580186
566762,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,810,0.069456812673052,4388.436240561574
566763,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,815,0.0699502997425947,4383.461120872227
566764,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,820,0.07044413469354,4378.486001530762
566765,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,825,0.070938336801511,4373.510882556455
566766,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,830,0.0714329260045745,4368.535763969242
566767,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,835,0.071927922904709,4363.560645789727
566768,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,840,0.0724233487692724,4358.585528039175
566769,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,845,0.0729192255324702,4353.610410739522
566770,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,850,0.073415575796823,4348.635293913372
566771,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,855,0.0739124228346349,4343.660177583994
566772,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,860,0.0744097905894608,4338.685061775333
566773,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,865,0.0749077036775748,4333.709946512005
566774,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,870,0.0754061873894377,4328.734831819302
566775,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,875,0.075905267691165,4323.759717723187
566776,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,880,0.0764049712259952,4318.784604250306
566777,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,885,0.0769053253157569,4313.809491427981
566778,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,890,0.0774063579623373,4308.8343792842115
566779,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,895,0.0779080978491498,4303.8592678476825
566780,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,900,0.0784105743426023,4298.88415714776
566781,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,905,0.0789138174935643,4293.909047214495
566782,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,910,0.0794178580388356,4288.933938078625
566783,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,915,0.0799227274026139,4283.958829771573
566784,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,920,0.0804284576979624,4278.983722325453
566785,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,925,0.0809350817282779,4274.008615773067
566786,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,930,0.0814426329887591,4269.033510147911
566787,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,935,0.0819511456678735,4264.058405484175
566788,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,940,0.0824606546488265,4259.0833018167405
566789,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,945,0.0829711955110283,4254.108199181187
566790,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,950,0.0834828045315623,4249.1330976137915
566791,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,955,0.0839955186866527,4244.157997151531
566792,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,960,0.0845093756531329,4239.182897832083
566793,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,965,0.0850244138099124,4234.207799693823
566794,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,970,0.085540672239446,4229.232702775837
566795,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,975,0.0860581907292005,4224.257607117911
566796,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,980,0.0865770097731234,4219.282512760539
566797,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,985,0.0870971705731103,4214.307419744923
566798,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,990,0.0876187150404731,4209.332328112975
566799,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,995,0.0881416857974076,4204.357237907316
566800,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1000,0.0886661261784614,4199.3821491712815
566801,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1005,0.0891920802320345,4194.407061948919
566802,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1010,0.0897195927227069,4189.431976284995
566803,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1015,0.0902487091356677,4184.456892224992
566804,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1020,0.090779475681972,4179.481809815123
566805,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1025,0.0913119393038304,4174.506729102328
566806,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1030,0.0918461476798977,4169.531650134289
566807,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1035,0.0923821492305626,4164.556572959424
566808,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1040,0.0929199931232361,4159.5814976269
566809,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1045,0.0934597292776423,4154.606424186639
566810,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1050,0.0940014083711051,4149.631352689316
566811,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1055,0.09454508184384,4144.656283186374
566812,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1060,0.0950908019042414,4139.681215730019
566813,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1065,0.0956386215341729,4134.706150373233
566814,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1070,0.0961885944942556,4129.731087169777
566815,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1075,0.0967407753291582,4124.756026174196
566816,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1080,0.0972952193728851,4119.780967441824
566817,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1085,0.0978519827540671,4114.8059110287895
566818,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1090,0.098411122401249,4109.830856992021
566819,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1095,0.09897269604818,4104.855805389252
566820,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1100,0.0995367622391016,4099.880756279028
566821,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1105,0.1001033803340387,4094.9057097207074
566822,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1110,0.1006726105140865,4089.930665774472
566823,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1115,0.1012445137867018,4084.955624501328
566824,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1120,0.1018191519909906,4079.980585963117
566825,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1125,0.1023965878029981,4075.0055502225136
566826,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1130,0.1029768847409978,4070.030517343035
566827,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1135,0.1035601071707805,4065.0554873890496
566828,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1140,0.1041463203109437,4060.0804604257737
566829,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1145,0.1047355902381803,4055.1054365192854
566830,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1150,0.1053279838925688,4050.130415736525
566831,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1155,0.1059235690828612,4045.1553981452985
566832,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1160,0.106522414491773,4040.1803838142914
566833,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1165,0.1071245896812726,4035.2053728130654
566834,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1170,0.1077301650978697,4030.2303652120663
566835,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1175,0.1083392120779047,4025.2553610826303
566836,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1180,0.1089518028528387,4020.2803604969904
566837,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1185,0.1095680105545417,4015.305363528276
566838,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1190,0.110187909220582,4010.3303702505264
566839,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1195,0.1108115737995157,4005.35538073869
566840,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1200,0.111439080156176,4000.3803950686306
566841,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1205,0.1120705050769478,3995.405413317136
566842,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1210,0.1127059262746886,3990.4304355619174
566843,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1215,0.113345422392747,3985.455461881619
566844,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1220,0.1139890730086264,3980.48049235582
566845,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1225,0.1146369586376343,3975.5055270650337
566846,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1230,0.1152891607365331,3970.530566090717
566847,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1235,0.1159457617071887,3965.555609515271
566848,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1240,0.116606844900221,3960.5806574220487
566849,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1245,0.1172724946186533,3955.605709895351
566850,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1250,0.1179427961215624,3950.6307670204383
566851,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1255,0.1186178356277279,3945.655828883529
566852,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1260,0.1192977003192825,3940.6808955718047
566853,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1265,0.1199824783453614,3935.705967173415
566854,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1270,0.120672258825752,3930.731043777479
566855,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1275,0.1213671318545441,3925.7561254740936
566856,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1280,0.1220671885037792,3920.7812123543263
566857,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1285,0.1227725208271003,3915.806304510234
566858,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1290,0.123483221863402,3910.8314020348544
566859,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1295,0.1241993856404804,3905.856505022216
566860,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1300,0.1249211071786817,3900.8816135673383
566861,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1305,0.1256484824945538,3895.9067277662393
566862,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1310,0.126381608604494,3890.9318477159327
566863,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1315,0.1271205835284008,3885.956973514441
566864,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1320,0.127865506293322,3880.9821052607904
566865,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1325,0.1286164769371055,3876.007243055019
566866,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1330,0.1293735965120486,3871.032386998178
566867,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1335,0.1301369670885481,3866.0575371923383
566868,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1340,0.1309066917587492,3861.0826937405927
566869,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1345,0.1316828746401968,3856.1078567470586
566870,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1350,0.1324656208794834,3851.1330263168825
566871,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1355,0.1332550366559008,3846.1582025562434
566872,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1360,0.1340512291850881,3841.183385572356
566873,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1365,0.1348543067226829,3836.208575473478
566874,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1370,0.1356643785679697,3831.233772368909
566875,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1375,0.1364815550675311,3826.258976368992
566876,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1380,0.1373059476188962,3821.2841875851273
566877,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1385,0.1381376686741918,3816.309406129767
566878,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1390,0.1389768317437903,3811.334632116421
566879,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1395,0.1398235513999617,3806.3598656596614
566880,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1400,0.1406779432805211,3801.3851068751264
566881,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1405,0.1415401240924871,3796.4103558795223
566882,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1410,0.1424102116159036,3791.4356127906303
566883,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1415,0.1432883247080895,3786.460877727307
566884,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1420,0.1441745833080534,3781.4861508094914
566885,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1425,0.1450691084409173,3776.511432158208
566886,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1430,0.1459720222223367,3771.5367218955735
566887,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1435,0.1468834478629252,3766.562020144798
566888,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1440,0.1478035096726747,3761.5873270301927
566889,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1445,0.1487323330653794,3756.61264267717
566890,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1450,0.1496700445630565,3751.637967212251
566891,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1455,0.1506167718003694,3746.663300763073
566892,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1460,0.1515726435290501,3741.6886434583857
566893,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1465,0.1525377896223206,3736.713995428064
566894,8/7/2024,5202.9406827024995,9/6/2024,0.0833333333333333,1470,0.1535123410793159,3731.7393568031057
